Dar_IdDarwinCore,N Lote,Nombre Archivo Completo,Dar_ReinoOrganismo,Dar_DivisionOrganismo,Dar_ClaseOrganismo (Class),Dar_OrdenOrganismo,Dar_FamiliaOrganismo,Dar_GeneroOrganismo,Dar_NombreCientifico,Dar_EspecieOrganismo,Dar_AutorNombreCientifico ,Dar_IdentificadoPor,Fech. Compl. Ident,Dar_AnoIdentificacion (YearIdentified),Dar_MesIdentificacion (MonthIdentified),Dar_DiaIdentificacion (DayIdentified),Dar_CodigoInstitucion,Dar_CodigoColeccion,Dar_NumeroCatalogo,Dar_SexoOrganismo,longitud (cm) ,N,Dar_Colector,Fech.Completa,Dar_AnoColectado,Dar_MesColectado,Dar_DiaColectado,Dar_ContinenteOceano,Dar_Pais,Región,Provincia ,Distrito,Dar_Localidad,Dar_NombreComunOrganismo,Habitat,Uso,Latitud ,Longitud,Cuenca,Arte de Pesca,
175,CIIAP 175,CIIAP 175.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Mylossoma ,Mylossoma albiscopum,albiscopum,(Cope 1872),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 175,I,LE: 6.53,1,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,palometa ,Río Yavarí,C, -4.143611°,-70.582222°,Río Yavarí,"Red trampa de 2""",
218,CIIAP 218,CIIAP 218.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Charax ,Charax gibbosus,gibbosus,(Linnaeus 1758),Homero Sánchez Riveiro,10/11/2004,2004,11,10,IIAP,CIIAP,CIIAP 218,I,LE: 13.39,3,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,,denton ,cocha priguisa,"C,O", -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 3""",
244,CIIAP 244,CIIAP 244.jpg,Animalia ,Chordata,Actinopterygii,Siluriformes,Doradidae,Amblydoras ,Amblydoras affinis,affinis,(Kner 1855),Homero Sánchez Riveiro,10/11/2004,2004,11,10,IIAP,CIIAP,CIIAP 244,I,LE: 6.7,3,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,pirilo,Río Yavarí ,O, -4.143611°,-70.582222°,Río Yavarí,Red alevinera ,
369,CIIAP 369,CIIAP 369.jpg,Animalia,Chordata,Actinopterygii,Synbranchiformes ,Synbranchidae,Synbranchus ,Synbranchus marmoratus,marmoratus,Bloch 1795,Homero Sánchez Riveiro,10/11/2004,2004,11,10,IIAP,CIIAP,CIIAP 369,I,LT: 96.8,1,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,atinga ,Cocha,O, -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 3""",
385,CIIAP 385,CIIAP 385.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Chaetobranchus ,Chaetobranchus flavescens,flavescens,Heckel 1840,Homero Sánchez Riveiro,15/12/2002,2002,12,15,IIAP,CIIAP,CIIAP 385,I,LE: 19.2,1,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,bujurqui ,,C, -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 3""",
386,CIIAP 386,CIIAP 386.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Chaetobranchus ,Chaetobranchus semifasciatus,semifasciatus,Steindachner 1875,Homero Sánchez Riveiro,21/10/2002,2002,10,21,IIAP,CIIAP,CIIAP 386,I,LE: 17.7,2,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,bujurqui ,cocha ,C, -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 2.5""",
388,CIIAP 388,CIIAP 388.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Cichla ,Cichla monoculus,monoculus,Spix & Agassiz 1831,Homero Sánchez Riveiro,18/11/2004,2004,11,18,IIAP,CIIAP,CIIAP 388,I,LE: 24.2,1,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,tucunaré,,"O, C", -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 3""",
391,CIIAP 391,CIIAP 391.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Aequidens ,Aequidens tetramerus,tetramerus,(Heckel 1840),Homero Sánchez Riveiro,10/11/2004,2004,11,10,IIAP,CIIAP,CIIAP 391,I,LE: 12.8,3,Jazmín Ruíz,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,bujurqui,,C, -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 2""",
470,CIIAP 470,CIIAP 470.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Chaetobranchus ,Chaetobranchus semifasciatus,semifasciatus,Steindachner 1875,Homero Sánchez Riveiro,15/2/2022,2022,2,15,IIAP,CIIAP,CIIAP 470,I,LE: 17.9,4,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,bujurqui,cocha,C, -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 2.5""",
524,CIIAP 524,CIIAP 524.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Chaetobranchus ,Chaetobranchus semifasciatus,semifasciatus,Steindachner 1875,Homero Sánchez Riveiro,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 524,I,LE: 15.5,8,Homero Sánchez Riveiro,2/10/2002,2002,10,2,América del Sur,Perú,Loreto,Mariscal Ramón Castilla,Yavarí,Cocha Priguisa,bujurqui,cocha,C, -4.328800°,-70.021640°,Río Yavarí,"Red trampa de 2.5""",
61,CIIAP 61,CIIAP 61.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimatopsis,Curimata cisandina,macrolepis,(Allen 1942),Homero Sánchez Riveiro,15/4/2001,2001,4,15,IIAP,CIIAP,CIIAP 61,I,LE: 14.1,3,Homero Sánchez Riveiro,2/3/2001,2001,3,2,América del Sur,Perú,Loreto,Maynas,Alto Nanay,,chio chio,Cocha tipishca,C, -3.669247°,-73.759055°,Río Chambira,"Red trampa de 2.5""",
90,CIIAP 90,CIIAP 90.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimata,Curimata roseni,roseni,Vari 1989,Homero Sánchez Riveiro,15/5/2001,2001,5,15,IIAP,CIIAP,CIIAP 90,I,LE: 15.6,3,Homero Sánchez Riveiro,2/3/2001,2001,3,2,América del Sur,Perú,Loreto,Maynas,Alto Nanay,,chio chio,Cocha tipishca,C, -3.669247°,-73.759055°,Río Chambira,"Red trampa de 2.5""",
145,CIIAP 145,CIIAP 145.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Lebiasinidae,Nannostomus ,Nannostomus eques,eques,Steindachner 1876,Homero Sánchez Riveiro,25/12/2008,2008,12,25,IIAP,CIIAP,CIIAP 145,I,LE: 2.9,5,Homero Sánchez Riveiro,20/9/1999,1999,9,20,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Quebrada curaca ,pez lapiz ,Río Nanay,O, -3.927280°,-73.682885°,Río Nanay,Red alevinera ,
146,CIIAP 146,CIIAP 146.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Lebiasinidae,Nannostomus ,Nannostomus trifasciatus,trifasciatus,Steindachner 1876,Homero Sánchez Riveiro,25/12/2008,2008,12,25,IIAP,CIIAP,CIIAP 146,I,LE: 2.7,2,Homero Sánchez Riveiro,20/9/1999,1999,9,20,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Quebrada curaca ,pez lapiz ,Río Nanay,O, -3.927280°,-73.682885°,Río Nanay,Red alevinera ,
163,CIIAP 163,CIIAP 163.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Myloplus,Myloplus rubripinnis,rubripinnis,(Müller & Troschel 1844),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 163,I,LE: 12.43,1,Homero Sánchez Riveiro,4/3/2001,2001,3,4,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Cocha,curuhuara gancho rojo,orilla ,"C,O", -3.884415°,-73.666292°,Río Pintuyacu/Nanay ,"Red trampa de 2""",
201,CIIAP 201,CIIAP 201.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Jupiaba ,Jupiaba anteroides ,anteroides,(Géry 1965),Homero Sánchez Riveiro,13/4/1999,1999,4,13,IIAP,CIIAP,CIIAP 201,I,LE: 6.3,15,Homero Sánchez Riveiro,4/2/1999,1999,2,4,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Quebrada curaca ,mojarra,Río Nanay,C, -3.927280°,-73.682885°,Río Nanay,Red alevinera ,
202,CIIAP 202,CIIAP 202.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Bryconops ,Bryconops inpai ,inpai,"Knöppel, Junk & Géry 1968",Homero Sánchez Riveiro,23/2/1999,1999,2,23,IIAP,CIIAP,CIIAP 202,I,LE: 5.8,5,Homero Sánchez Riveiro,19/1/1999,1999,1,19,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Quebrada curaca ,mojarra,Río Nanay,"C,O", -3.927280°,-73.682885°,Río Nanay,Red alevinera ,
204,CIIAP 204,CIIAP 204.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Chrysobrycon,Chrysobrycon cf. hesperus ,cf. hesperus,(Böhlke 1958),Morgan Ruiz Tafur ,1/9/2021,2021,9,1,IIAP,CIIAP,CIIAP 204,I,LE: 5.27,6,Homero Sánchez Riveiro,19/1/1999,1999,1,19,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Quebrada curaca ,mojarra,Río Nanay,C, -3.927280°,-73.682885°,Río Nanay ,Red alevinera ,
212,CIIAP 212,CIIAP 212.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Hemigrammus ,Hemigrammus hyanuary,hyanuary,Durbin 1918,Homero Sánchez Riveiro,21/5/1994,1994,5,21,IIAP,CIIAP,CIIAP 212,I,LE: 2.71,7,Homero Sánchez Riveiro,24/9/1999,1999,9,24,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Quebrada curaca ,mojarita ,río Nanay,O, -3.927280°,-73.682885°,Río Nanay ,Red alevinera ,
321,CIIAP 321,CIIAP 321.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Panaque,Panaque sp. ,sp.,,Homero Sánchez Riveiro,3/2/2003,2003,2,3,IIAP,CIIAP,CIIAP 321,I,LE: 13.8,1,Homero Sánchez Riveiro,30/3/2002,2002,3,30,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Río Pintuyacu ,,Río Nanay ,O, -3.886958°,-73.661470°,Río Nanay,Red alevinera ,
380,CIIAP 380,CIIAP 380.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Satanoperca,Satanoperca jurupari,jurupari,(Heckel 1840),Homero Sánchez Riveiro,21/3/1987,1987,3,21,IIAP,CIIAP,CIIAP 380,I,LE: 11.1,2,Victor Montreuil & Salvador Tello,8/9/1986,1986,9,8,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Tipishca,bujurqui punta shimi,,"O, C", -3.669247°,-73.759055°,Río Chambira ,Red alevinera ,
381,CIIAP 381,CIIAP 381.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Cichla ,Cichla monoculus,monoculus,Spix & Agassiz 1831,Homero Sánchez Riveiro,16/7/1987,1987,7,16,IIAP,CIIAP,CIIAP 381,I,LE: 18.9,2,Victor Montreuil & Salvador Tello,17/5/1987,1987,5,17,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Tipishca,tucunaré,Río Chambira,"O, C", -3.669247°,-73.759055°,Río Chambira ,Red alevinera ,
383,CIIAP 383,CIIAP 383.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Biotodoma,Biotodoma cupido,cupido,(Heckel 1840),Homero Sánchez Riveiro,2/3/1995,1995,3,2,IIAP,CIIAP,CIIAP 383,I,LE: 9.8,5,Victor Montreuil & Salvador Tello,17/5/1987,1987,5,17,América del Sur,Perú,Loreto,Maynas,Alto Nanay,Tipishca,bujurqui cara bonita,Río Chambira,O, -3.669247°,-73.759055°,Río Chambira ,Red alevinera ,
6,CIIAP 6,CIIAP 6.jpg,Animalia ,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon tigrina,tigrina,"Carvalho, Sabaj & Lovejoy 2011",Homero Sánchez Riveiro,14/11/2013,2013,11,14,IIAP,CIIAP,CIIAP 6,H,LD: 30. 9,1,Homero Sánchez Riveiro,30/10/2013,2013,10,30,América del Sur,Perú,Loreto,Maynas,Belén,comunidad de padre isla,raya tigre,Isla padrecocha,O, -3.710556°,-73.229822°,Río Amazonas,"Red trampa de 2""",
100,CIIAP 100,CIIAP 100.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimatella,Curimatella alburnus,alburnus,(Müller & Troschel 1844),Homero Sánchez Riveiro,4/1/1993,1993,1,4,IIAP,CIIAP,CIIAP 100,I,LE: 6.7,3,Jazmín Ruíz,14/9/1985,1985,9,14,América del Sur,Perú,Loreto,Maynas,Belén,isla iquitos,chio chio,Río Amazonas,C, -3.716200°,-73.222500°,Río Amazonas,"Red trampa de 2""",
121,CIIAP 121,CIIAP 121.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Anostomidae ,Leporinus,Leporinus friderici,friderici,(Bloch 1794),Morgan Ruiz Tafur ,26/7/2021,2021,7,22,IIAP,CIIAP,CIIAP 121,I,LE: 9.5,13,Homero Sánchez Riveiro,21/7/1993,1993,7,21,América del Sur,Perú,Loreto,Maynas,Belén,isla iquitos cerca ,lisa,Río Amazonas,C, -3.735397°,-73.176753°,Río Amazonas ,"Red trampa de 2""",
135,CIIAP 135,CIIAP 135.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Erythrinidae,Erythrinus ,Erythrinus erythrinus,erythrinus,(Bloch & Schneider 1801),Morgan Ruiz Tafur ,2/8/2021,2021,8,2,IIAP,CIIAP,CIIAP 135,I,LE: 13.8,1,Rocio Paredes,24/7/2004,2004,7,24,América del Sur,Perú,Loreto,Maynas,Belén,isla iquitos,shuyo,Río Amazonas,"C,O", -3.716200°,-73.222500°,Río Amazonas,"Red trampa de 2""",
138,CIIAP 138,CIIAP 138.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Erythrinidae,Hoplias ,Hoplias malabaricus,malabaricus,(Bloch 1794),Morgan Ruiz Tafur ,2/8/2021,2021,8,2,IIAP,CIIAP,CIIAP 138,I,LE: 10.2,6,Bruno Vásquez & Martin Sáenz,27/9/2003,2003,9,27,América del Sur,Perú,Loreto,Maynas,Belén,Moenacaño,fasaco,Río Amazonas,C, -3.772222°,-73.238056°,Río Amazonas,"Red trampa de 2""",
170,CIIAP 170,CIIAP 170.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Colossoma ,Colossoma macropomum,macropomum,(Cuvier 1818),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 170,I,LE: 4.34,5,Homero Sánchez Riveiro,5/3/2004,2004,3,5,América del Sur,Perú,Loreto,Maynas,Belén,isla iquitos ,gamitana ,río Amazonas ,C, -3.716200°,-73.222500°,Río Amazonas ,"Red trampa de 2""",
177,CIIAP 177,CIIAP 177.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Pygocentrus ,Pygocentrus nattereri,nattereri,Kner 1858,Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 177,I,LE: 8.69,1,Bruno Vásquez & Martin Sáenz,13/9/2003,2003,9,13,América del Sur,Perú,Loreto,Maynas,Belén,Moenacaño,paña roja ,Río Amazonas,"C,O", -3.772222°,-73.238056°,Río Amazonas,"Red trampa de 2""",
220,CIIAP 220,CIIAP 220.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Astyanax ,Astyanax abramis,abramis,(Jenyns 1842),Homero Sánchez Riveiro,10/3/2004,2004,3,10,IIAP,CIIAP,CIIAP 220,I,LE: 6.95,20,Bruno Vásquez & Martin Sáenz,27/9/2003,2003,9,27,América del Sur,Perú,Loreto,Maynas,Belén,,mojarra ,moenacaño,"C,O", -3.772222°,-73.238056°,Río Amazonas,Red alevinera ,
224,CIIAP 224,CIIAP 224.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Ctenobrycon ,Ctenobrycon hauxwellianus,hauxwellianus,(Cope 1870),Homero Sánchez Riveiro,10/3/2004,2004,3,10,IIAP,CIIAP,CIIAP 224,I,LE: 5.3,15,Bruno Vásquez & Martin Sáenz,17/10/2003,2003,10,17,América del Sur,Perú,Loreto,Maynas,Belén,,mojarra ,moenacaño,"C,O", -3.772222°,-73.238056°,Río Amazonas,Red alevinera ,
253,CIIAP 253,CIIAP 253.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae ,Brachyplatystoma,Brachyplatystoma rousseauxii,rousseauxii,(Castelnau 1855),Homero Sánchez Riveiro,30/3/1996,1996,3,30,IIAP,CIIAP,CIIAP 253,I,LE: 14.9,2,Armando Conde,27/2/1996,1996,2,27,América del Sur,Perú,Loreto,Maynas,Belén,canta gallo,dorado,Río Amazonas,"C,O", -3.811129°,-73.188242°,Río Amazonas ,"Red trampa de 2""",
257,CIIAP 257,CIIAP 257.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae ,Pimelodus ,Pimelodus blochii,blochii,Valenciennes 1840,Homero Sánchez Riveiro,20/3/2014,2014,3,20,IIAP,CIIAP,CIIAP 257,I,LE: 7. 1,20,Bruno Vásquez & Martin Sáenz,27/9/2003,2003,9,27,América del Sur,Perú,Loreto,Maynas,Belén,Moenacaño,bagre,Río Amazonas ,"C,O", -3.772222°,-73.238056°,Río Amazonas,Red alevinera ,
282,CIIAP 282,CIIAP 282.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Cetopsidae,Cetopsis,Cetopsis candiru ,candiru,Spix & Agassiz 1829,Morgan Ruiz Tafur ,27/9/2021,2021,9,27,IIAP,CIIAP,CIIAP 282,I,LE: 10.1,3,Homero Sánchez Riveiro,20/6/1978,1978,6,20,América del Sur,Perú,Loreto,Maynas,Belén,Isla iquitos /río Amazonas ,canero,,O, -3.716200°,-73.222500°,Río Amazonas ,Red alevinera ,
284,CIIAP 284,CIIAP 284.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Cetopsidae,Cetopsis,Cetopsis sp. ,sp.,,Homero Sánchez Riveiro,15/7/1993,1993,7,15,IIAP,CIIAP,CIIAP 284,I,LE: 15.3,4,Homero Sánchez Riveiro,22/4/1993,1993,4,22,América del Sur,Perú,Loreto,Maynas,Belén,Río amazonas ,canero,,O, -3.716200°,-73.222500°,Río Amazonas ,Red alevinera ,
298,CIIAP 298,CIIAP 298.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Callichthys,Callichthys callichthys,callichthys,(Linneo 1758),Homero Sánchez Riveiro,9/10/2004,2004,10,9,IIAP,CIIAP,CIIAP 298,I,LE: 12.5,3,Rocio Paredes,24/7/2004,2004,7,24,América del Sur,Perú,Loreto,Maynas,Belén,Isla iquitos,shiruy,Isla,"C,O", -3.716200°,-73.222500°,Río Amazonas,Red alevinera ,
299,CIIAP 299,CIIAP 299.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Hoplosternum,Hoplosternum littorale ,littorale,(Hancock 1828),Homero Sánchez Riveiro,10/8/2004,2004,8,10,IIAP,CIIAP,CIIAP 299,I,LE: 12.1,3,Rocio Paredes,23/7/2004,2004,7,23,América del Sur,Perú,Loreto,Maynas,Belén,Isla iquitos,shiruy,Isla,"C,O", -3.716200°,-73.222500°,Río Amazonas,Red alevinera ,
310,CIIAP 310,CIIAP 310.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Megalechis,Megalechis picta ,picta,(Müller & Troschel 1849),Morgan Ruiz Tafur ,5/10/2021,2021,10,5,IIAP,CIIAP,CIIAP 310,I,LE: 13.4 ,3,Rocio Paredes,25/7/2004,2004,7,25,América del Sur,Perú,Loreto,Maynas,Belén,Isla iquitos,shiruy,Río amazonas ,O, -3.716200°,-73.222500°,Río Amazonas ,"Red trampa de 2""",
324,CIIAP 324,CIIAP 324.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys pardalis ,pardalis ,(Castelnau 1855),Morgan Ruiz Tafur ,14/2/2003,2003,2,14,IIAP,CIIAP,CIIAP 324,I,LE: 20.3,2,Homero Sánchez Riveiro,3/4/2002,2002,4,3,América del Sur,Perú,Loreto,Maynas,Belén,Rio Amazonas/isla iquitos ,carachama comun ,,C, -3.716200°,-73.222500°,Río Amazonas ,"Red trampa de 2""",
326,CIIAP 326,CIIAP 326.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pseudorinelepis ,Pseudorinelepis genibarbis ,genibarbis,(Valenciennes 1840),Homero Sánchez Riveiro,15/10/2004,2004,10,15,IIAP,CIIAP,CIIAP 326,I,LE:15.07,1,Rocio Paredes,23/7/2004,2004,7,23,América del Sur,Perú,Loreto,Maynas,Belén,Isla Iquitos,carachama sin costilla ,,C, -3.716200°,-73.222500°,Río Amazonas ,"Red trampa de 2""",
357,CIIAP 357,CIIAP 357.jpg,Animalia,Chordata,Actinopterygii,Gymnotiformes ,Sternopygidae,Sternopygus,Sternopygus macrurus,macrurus,(Bloch & Schneider 1801),Homero Sánchez Riveiro,,,,,IIAP,CIIAP,CIIAP 357,I,LT: 20.2,2,Homero Sánchez & Alex Vazquez,7/8/2011,2011,8,7,América del Sur,Perú,Loreto,Maynas,Belén,isla iquitos ,macana ,río amazonas ,O, -3.698924°,-73.215552°,Río Amazonas,Red alevinera ,
360,CIIAP 360,CIIAP 360.jpg,Animalia,Chordata,Actinopterygii,Gymnotiformes ,Gymnotidae,Gymnotus,Gymnotus carapo ,carapo,Linnaeus 1758,Homero Sánchez Riveiro,10/10/2004,2004,10,10,IIAP,CIIAP,CIIAP 360,I,LT: 23.2,1,Rocio Paredes,24/7/2004,2004,7,24,América del Sur,Perú,Loreto,Maynas,Belén,isla iquitos,macana,Río Amazonas,O, -3.716200°,-73.222500°,Río Amazonas,"Red trampa de 2""",
394,CIIAP 394,CIIAP 394.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla proteus,proteus,Cope 1872,Homero Sánchez Riveiro,10/3/2004,2004,3,10,IIAP,CIIAP,CIIAP 394,I,LE: 12.1,9,Bruno Vásquez & Martin Sáenz,27/9/2003,2003,9,27,América del Sur,Perú,Loreto,Maynas,Belén,Moenacaño,añashua,,C, -3.772222°,-73.238056°,Río Amazonas ,Red alevinera ,
4,CIIAP 4,CIIAP 4.jpg,Animalia ,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon motoro,motoro,(Muller & Henle 1841),Homero Sánchez Riveiro,3/12/1978,1978,12,3,IIAP,CIIAP,CIIAP 4,H,LT: 17.3 ,1,Marle Villacorta Correa,18/11/1978,1978,11,18,América del Sur,Perú,Loreto,Maynas,Fernando Lores,comunidad del aguajal,raya motoro,Cocha aguajal,O, -4.082365°,-73.142757°,Río Amazonas,"Red trampa de 3""",
39,CIIAP 39,CIIAP 39.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina leucisca,leucisca,(Günther 1868),Homero Sánchez Riveiro,2/9/1993,1993,9,2,IIAP,CIIAP,CIIAP 39,I,LE: 11.3,2,Armando Conde,20/9/1993,1993,9,20,América del Sur,Perú,Loreto,Maynas,Fernando Lores,,chio chio,orilla,C, -3.858304°,-73.156615°,Río Amazonas,"Red trampa de 2""",
191,CIIAP 191,CIIAP 191.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Mylossoma ,Mylossoma albiscopum,albiscopum,(Cope 1872),Homero Sánchez Riveiro,15/5/2012,2013,5,15,IIAP,CIIAP,CIIAP 191,I,LE: 9.41,2,Homero Sánchez & Christian Nolorbe,10/5/2012,2012,5,10,América del Sur,Perú,Loreto,Maynas,Indiana,Comunidad Santa Teresa,palometa ,Río Amazonas ,C, -3.490473°,-73.011355°,Río Amazonas,"Red trampa de 2""",
122,CIIAP 122,CIIAP 122.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Anostomidae ,Laemolyta,Laemolyta taeniata,taeniata,(Kner 1858),Morgan Ruiz Tafur ,27/7/2021,2021,7,22,IIAP,CIIAP,CIIAP 122,I,LE: 12.5,3,Romel Vásquez,9/3/2004,2004,3,9,América del Sur,Perú,Loreto,Maynas,Iquitos,Cocha Tarapoto,lisa ,Río Nanay,"C,O", -3.817005°,-73.406124°,Río Nanay ,"Red trampa de 2""",
153,CIIAP 153,CIIAP 153.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Ctenoluciidae,Boulengerella ,Boulengerella cuvieri,cuvieri,(Spix & Agassiz 1829),Homero Sánchez Riveiro,25/12/2008,2008,12,25,IIAP,CIIAP,CIIAP 153,I,LE: 15.94,1,Homero Sánchez Riveiro,7/3/2004,2004,3,7,América del Sur,Perú,Loreto,Maynas,Iquitos,Cocha Tarapoto,"picuda, pez lapiz",Río Nanay,"C,O", -3.817005°,-73.406124°,Río Nanay,Red alevinera ,
169,CIIAP 169,CIIAP 169.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Serrasalmus ,Serrasalmus elongatus,elongatus,Kner 1858,Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 169,I,LE: 13.62,4,Homero Sánchez Riveiro,1/8/2002,2002,8,1,América del Sur,Perú,Loreto,Maynas,Iquitos,santa clara ,paña larga,Río Nanay,"C,O", -3.781880°,-73.343514°,Río Nanay,"Red trampa de 2""",
225,CIIAP 225,CIIAP 225.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Tetragonopterus ,Tetragonopterus chalceus,chalceus,Spix & Agassiz 1829,Homero Sánchez Riveiro,26/10/2004,2004,10,26,IIAP,CIIAP,CIIAP 225,I,LE: 6.37,4,Homero Sánchez Riveiro,7/3/2004,2004,3,7,América del Sur,Perú,Loreto,Maynas,Iquitos,,mojarra ,Cocha tarapoto,"C,O", -3.817005°,-73.406124°,Río Nanay,Red alevinera ,
240,CIIAP 240,CIIAP 240.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Crenuchidae,Characidium,Characidium sp. ,sp.,,Homero Sánchez Riveiro,23/2/1999,1999,2,23,IIAP,CIIAP,CIIAP 240,I,LE: 2.7,6,Homero Sánchez Riveiro,19/1/1999,1999,1,19,América del Sur,Perú,Loreto,Maynas,Iquitos,santa clara ,mojarita ,Río Nanay,O, -3.781880°,-73.343514°,Río Nanay,Red alevinera ,
