Dar_IdDarwinCore,N Lote,Nombre Archivo Completo,Dar_ReinoOrganismo,Dar_DivisionOrganismo,Dar_ClaseOrganismo (Class),Dar_OrdenOrganismo,Dar_FamiliaOrganismo,Dar_GeneroOrganismo,Dar_NombreCientifico,Dar_EspecieOrganismo,Dar_AutorNombreCientifico ,Dar_IdentificadoPor,Fech. Compl. Ident,Dar_AnoIdentificacion (YearIdentified),Dar_MesIdentificacion (MonthIdentified),Dar_DiaIdentificacion (DayIdentified),Dar_CodigoInstitucion,Dar_CodigoColeccion,Dar_NumeroCatalogo,Dar_SexoOrganismo,longitud (cm) ,N,Dar_Colector,Fech.Completa,Dar_AnoColectado,Dar_MesColectado,Dar_DiaColectado,Dar_ContinenteOceano,Dar_Pais,Región,Provincia ,Distrito,Dar_Localidad,Dar_NombreComunOrganismo,Habitat,Uso,Latitud ,Longitud,Cuenca,Arte de Pesca,
493,CIIAP 493,CIIAP 493.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla lucius ,lucius,Cope 1870,Morgan Ruiz Tafur ,17/3/2022,2022,3,17,IIAP,CIIAP,CIIAP 493,I,LE: 5.3,1,Homero Sánchez Riveiro,29/7/2009,2009,7,29,América del Sur,Perú,Loreto,,,quebrada aguajal/estacion 14 lote 39/curaray,añashua,,C,,,,Red alevinera ,
494,CIIAP 494,CIIAP 494.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Pterophyllum,Pterophyllum scalare,scalare,(Schultze 1823),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 494,I,LE: 5.3,20,Homero Sánchez Riveiro,2/8/2009,2009,8,2,América del Sur,Perú,Loreto,,,cocha siruy/san pedro /río Nanay ,pez angel,,O,,,,Red alevinera ,
495,CIIAP 495,CIIAP 495.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Biotodoma,Biotodoma cupido,cupido,(Heckel 1840),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 495,I,LE: 8.7,1,Homero Sánchez Riveiro,17/11/2014,2014,11,17,América del Sur,Perú,Loreto,,,lamistococha-curuaray,bujurqui cara bonita,,O,,,,"Red trampa de 2""",
496,CIIAP 496,CIIAP 496.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina peregrinabunda ,peregrinabunda,Kullander 1986,Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 496,I,LE: 9.2,8,Homero Sánchez Riveiro,20/8/2002,2002,8,20,América del Sur,Perú,Loreto,,,quebrada paujil/río Nanay,bujurqui,,"O, C",,,,Red alevinera ,
497,CIIAP 497,CIIAP 497.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Lugubria,Lugubria cincta,cincta,(Regan 1905),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 497,I,LE: 25.1,1,Homero Sánchez Riveiro,20/12/2008,2008,12,20,América del Sur,Perú,Loreto,,,rio ausshiri/quebarda mahuari,añashua,,"O, C",,,,"Red trampa de 2.5""",
498,CIIAP 498,CIIAP 498.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla proteus,proteus,Cope 1872,Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 498,I,LE: 8.8,9,Homero Sánchez Riveiro,17/8/2012,2012,8,17,América del Sur,Perú,Loreto,,,"Cocha garza, bellavista ",añashua,,C,,,,"Red trampa de 2""",
499,CIIAP 499,CIIAP 499.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Aequidens ,Aequidens tetramerus,tetramerus,(Heckel 1840),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 499,I,LE: 8.2,12,Homero Sánchez Riveiro,26/11/2014,2014,11,26,América del Sur,Perú,Loreto,,,santa victoria/rio napo resaca ,bujurqui,,C,,,,"Red trampa de 2""",
500,CIIAP 500,CIIAP 500.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla lucius ,lucius,Cope 1870,Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 500,I,LE: 11.9,1,I.sipion ,31/8/2014,2014,8,31,América del Sur,Perú,Loreto,,,preguntara a homero ,añashua,,C,,,,Red alevinera ,
501,CIIAP 501,CIIAP 501.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Hypselecara,Hypselecara temporalis,temporalis,(Günther 1862),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 501,I,LE: 9.4,3,I.sipion ,31/8/2014,2014,8,31,América del Sur,Perú,Loreto,,,preguntara a homero ,bujurqui morado,,"O, C",,,,Red alevinera ,
502,CIIAP 502,CIIAP 502.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Satanoperca,Satanoperca jurupari,jurupari,(Heckel 1840),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 502,I,LE: 8.2,1,Homero Sánchez Riveiro,13/10/2013,2013,10,13,América del Sur,Perú,Loreto,,,río nanay ,bujurqui punta shimi,,"O, C",,,,Red alevinera ,
503,CIIAP 503,CIIAP 503.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Biotodoma,Biotodoma cupido,cupido,(Heckel 1840),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 503,I,LE: 5.4,3,Homero Sánchez Riveiro,13/10/2013,2013,10,13,América del Sur,Perú,Loreto,,,río nanay ,bujurqui cara bonita,,O,,,,Red alevinera ,
504,CIIAP 504,CIIAP 504.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Satanoperca,Satanoperca jurupari,jurupari,(Heckel 1840),Morgan Ruiz Tafur ,19/3/2022,2022,3,19,IIAP,CIIAP,CIIAP 504,I,LE: 13.5,2,Homero Sánchez Riveiro,15/11/2007,2007,11,15,América del Sur,Perú,Loreto,,,cocha telebid curaray lote 67 ,bujurqui cara bonita,,"O, C",,,,Red alevinera ,
505,CIIAP 505,CIIAP 505.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Astronotus,Astronotus ocellatus,ocellatus,(Agassiz 1831),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 505,I,LE: 8.8,7,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,mundo poza rio napo ,acarahuazu,,"O, C",,,Río Napo,Red alevinera ,
506,CIIAP 506,CIIAP 506.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Cichla ,Cichla monoculus,monoculus,Spix & Agassiz 1831,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 506,I,LE: 4.3,2,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,mundo poza rio napo ,tucunaré,,"O, C",,,Río Napo,Red alevinera ,
507,CIIAP 507,CIIAP 507.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Hypselecara,Hypselecara temporalis,temporalis,(Günther 1862),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 507,I,LE: 4.2,9,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,mundo poza rio napo ,bujurqui morado ,,"O, C",,,Río Napo,Red alevinera ,
508,CIIAP 508,CIIAP 508.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Heros ,Heros efasciatus ,efasciatus,Heckel 1840,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 508,I,LE: 5.7,2,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,mundo poza rio napo ,bujurqui acha vieja ,,"O, C",,,Río Napo,Red alevinera ,
509,CIIAP 509,CIIAP 509.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Aequidens ,Aequidens tetramerus,tetramerus,(Heckel 1840),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 509,I,LE: 6.6,3,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,mundo poza rio napo ,bujurqui,,C,,,Río Napo,Red alevinera ,
510,CIIAP 510,CIIAP 510.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Cichlasoma ,Cichlasoma amazonarum,amazonarum,Kullander 1983,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 510,I,LE: 7.2,1,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,,bujurqui,,C,,,,Red alevinera ,
511,CIIAP 511,CIIAP 511.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla proteus,proteus,Cope 1872,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 511,I,LE: 6.2,2,Homero Sánchez Riveiro,24/11/2014,2014,11,24,América del Sur,Perú,Loreto,,,,añashua,,C,,,,Red alevinera ,
512,CIIAP 512,CIIAP 512.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Aequidens ,Aequidens diadema ,diadema,(Heckel 1840),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 512,I,LE: 8.3,3,Homero Sánchez Riveiro,22/10/2011,2011,10,22,América del Sur,Perú,Loreto,,,poza aguajal,bujurqui,,C,,,,Red alevinera ,
513,CIIAP 513,CIIAP 513.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Tahuantinsuyoa,Tahuantinsuyoa macantzatza,macantzatza,Kullander 1986,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 513,I,LE: 8.3,4,Homero Sánchez Riveiro,22/10/2011,2011,10,22,América del Sur,Perú,Loreto,,,poza aguajal ,bujurqui ,,"O, C",,,,Red alevinera ,
514,CIIAP 514,CIIAP 514.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicara,Crenicara punctulata ,punctulata,(Günther 1863),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 514,I,LE: 4.8,1,Homero Sánchez Riveiro,25/10/2011,2011,10,25,América del Sur,Perú,Loreto,,,rio shimbillo bajo,bujurqui,,O,,,,Red alevinera ,
515,CIIAP 515,CIIAP 515.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina pardus,pardus,"Arbour, Barriga Salazar & López-Fernández 2014",Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 515,I,LE: 6.9,1,Homero Sánchez Riveiro,22/10/2011,2011,10,22,América del Sur,Perú,Loreto,,,poza aguajal ,bujurqui,,"O, C",,,,Red alevinera ,
516,CIIAP 516,CIIAP 516.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Saxatilia,Saxatilia anthurus,anthurus,(Cope 1872),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 516,I,LE: 11.3,2,Homero Sánchez Riveiro,1/11/2007,2007,11,1,América del Sur,Perú,Loreto,,,frente dorado/quebrada 3 norte ,bujurqui,,"O, C",,,,Red alevinera ,
517,CIIAP 517,CIIAP 517.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina peregrinabunda ,peregrinabunda,Kullander 1986,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 517,I,LE: 7.6,1,Homero Sánchez Riveiro,1/11/2007,2007,11,1,América del Sur,Perú,Loreto,,,frente dorado/quebrada 3 norte ,bujurqui,,"O, C",,,,Red alevinera ,
518,CIIAP 518,CIIAP 518.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina moriorum,moriorum,Kullander 1986,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 518,I,LE: 6.8,5,Jymi tafur ,14/12/2007,2007,12,14,América del Sur,Perú,Loreto,,,quebrada cashano,bujurqui,,"O, C",,,,Red alevinera ,
519,CIIAP 519,CIIAP 519.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Saxatilia,Saxatilia anthurus,anthurus,(Cope 1872),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 519,I,LE: 13.9,1,Bruno Vasquez,12/11/2007,2007,11,12,América del Sur,Perú,Loreto,,,frente piraña/quebrada gergon ,añashua,,"O, C",,,,Red alevinera ,
520,CIIAP 520,CIIAP 520.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Chaetobranchus ,Chaetobranchus flavescens,flavescens,Heckel 1840,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 520,I,LE: 15.4,1,Homero Sánchez Riveiro,22/7/2013,2013,7,22,América del Sur,Perú,Loreto,,,,bujurqui-tucunaré,,C,,,,Red alevinera ,"no estan en frasco, muy grande "
521,CIIAP 521,CIIAP 521.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Hypselecara,Hypselecara temporalis,temporalis,(Günther 1862),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 521,I,LE: 12.1,1,Homero Sánchez Riveiro,22/7/2013,2013,7,22,América del Sur,Perú,Loreto,,,,bujurqui morado,,"O, C",,,,Red alevinera ,"no estan en frasco, muy grande "
522,CIIAP 522,CIIAP 522.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Acaricichthys,Acarichthys heckelii,heckelii,(Müller & Troschel 1849),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 522,I,LE: 13.2,1,Homero Sánchez Riveiro,22/7/2013,2013,7,22,América del Sur,Perú,Loreto,,,,bujurqui,,O,,,,Red alevinera ,
523,CIIAP 523,CIIAP 523.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Aequidens ,Aequidens diadema ,diadema,(Heckel 1840),Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 523,I,LE: 7.9,3,Bruno Vasquez,9/6/2016,2016,6,9,América del Sur,Perú,Loreto,,,HI-3,bujurqui,,O,,,,Red alevinera ,
525,CIIAP 525,CIIAP 525.jpg,Animalia,Chordata,Actinopterygii,Clupeiformes,Pristigasteridae,Pristigaster,Pristigaster cayana,cayana,Cuvier 1829,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 525,I,LE: 12.8,2,Homero Sánchez Riveiro,12/8/2007,2007,8,12,América del Sur,Perú,Loreto,,,,,abel tipishca,C,,,río Tigre,Red alevinera ,
526,CIIAP 526,CIIAP 526.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Heroina,Heroina isonycterina,isonycterina,Kullander 1996,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 526,I,LE: 11.1,2,"Jymi tafur, nuan ruiz, eloy soberon ",28/12/2007,2007,12,28,América del Sur,Perú,Loreto,,,,,quebrada Tangarana ,C,,,Río Pucacuro,Red alevinera ,
527,CIIAP 527,CIIAP 527.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina peregrinabunda ,peregrinabunda,Kullander 1986,Morgan Ruiz Tafur ,23/3/2022,2022,3,23,IIAP,CIIAP,CIIAP 527,I,LE: 9.7,3,"Jymi tafur, Juan Ruiz, Eloy Soberon ",28/12/2007,2007,12,28,América del Sur,Perú,Loreto,,,,,quebrada Tangarana ,C,,,Río Pucacuro,Red alevinera ,
528,CIIAP 528,CIIAP 528.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Paragoniates ,Paragoniates alburnus,alburnus,Steindachner 1876,Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 528,I,LE: 9.7,1,"Jymi tafur, Juan Ruiz, Eloy Soberon ",28/12/2007,2007,12,28,América del Sur,Perú,Loreto,,,,mojara,quebrada Tangarana ,C,,,Río Pucacuro,Red alevinera ,
529,CIIAP 529,CIIAP 529.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia oligolepis,oligolepis,(Günther 1864),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 529,I,LE: 7.4,2,"Jymi tafur, Juan Ruiz, Eloy Soberon ",28/12/2007,2007,12,28,América del Sur,Perú,Loreto,,,,mojara,,C,,,,Red alevinera ,
530,CIIAP 530,CIIAP 530.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Stethaprion ,Stethaprion erythrops ,erythrops,Cope 1870,Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 530,I,LE: 4.8,1,Bruno Vasquez y Homero Sanchez ,16/7/2005,2005,7,16,América del Sur,Perú,Loreto,,,,mojara,quebrada roboillo sierra de contamana ,C,,,,Red alevinera ,
531,CIIAP 531,CIIAP 531.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Gasteropelecidae,Thoracocharax ,Thoracocharax stellatus,stellatus,(Kner 1858),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 531,I,LE: 4.4,31,Bruno Vasquez ,19/5/2007,2007,5,19,América del Sur,Perú,Loreto,,,,pechito,rio tigre,O,,,,Red alevinera ,
532,CIIAP 532,CIIAP 532.jpg,Animalia,Chordata,Actinopterygii,Carangiformes ,Achiridae,Hypoclinemus,Hypoclinemus mentalis ,mentalis ,(Günther 1862),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 532,I,LE: 7.2,3,Bruno Vasquez ,22/10/2012,2012,10,22,América del Sur,Perú,Loreto,,,,panga raya,shapajal,O,,,Río Curaray,Red alevinera ,
533,CIIAP 533,CIIAP 533.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras pastazensis ,pastazensis,Weitzman 1963,Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 533,I,LE: 3.2,2,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,shiruy,,O,,,Río Pucacuro,Red alevinera ,
534,CIIAP 534,CIIAP 534.jpg,Animalia,Chordata,Actinopterygii,Carangiformes ,Achiridae,Hypoclinemus,Hypoclinemus mentalis ,mentalis ,(Günther 1862),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 534,I,LE: 7.3,2,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,panga raya,,O,,,Río Pucacuro,Red alevinera ,
535,CIIAP 535,CIIAP 535.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla reticulatus ,reticulatus,(Heckel 1840),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 535,I,LE: 8.4,2,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,añashua,,C,,,Río Pucacuro,Red alevinera ,
536,CIIAP 536,CIIAP 536.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras armatus ,armatus,(Günther 1868),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 536,I,LE: 3.2,50,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,shiruy,,O,,,Río Pucacuro,Red alevinera ,
537,CIIAP 537,CIIAP 537.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Knodus,knodus sp. ,sp.,,Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 537,I,LE: 4.15,27,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,mojarita,,O,,,Río Pucacuro,Red alevinera ,
538,CIIAP 538,CIIAP 538.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Serrasalmus ,Serrasalmus rhombeus,rhombeus,(Linnaeus 1766),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 538,I,LE: 4.0,4,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,paña negra,,"O,C",,,Río Pucacuro,Red alevinera ,
539,CIIAP 539,CIIAP 539.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Gasteropelecidae,Thoracocharax ,Thoracocharax securis ,securis,(De Filippi 1853),Morgan Ruiz Tafur ,12/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 539,I,LE: 6.8,1,Bruno Vasquez ,6/8/2007,2007,8,6,América del Sur,Perú,Loreto,,,,pechito,,O,,,Río Pucacuro,Red alevinera ,
540,CIIAP 540,CIIAP 540.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina pardus,pardus,"Arbour, Barriga Salazar & López-Fernández 2014",Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 540,I,LE: 7.7,1,Bruno Vasquez ,14/2/2008,2008,2,14,América del Sur,Perú,Loreto,,,,bujurqui,,C,,,E3H7A.14.02.08,Red alevinera ,
541,CIIAP 541,CIIAP 541.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Saxatilia,Saxatilia anthurus,anthurus,(Cope 1872),Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 541,I,LE: 11.5,1,Bruno Vasquez ,14/2/2008,2008,2,14,América del Sur,Perú,Loreto,,,,añashua,,"O, C",,,E3H7A.14.02.08,Red alevinera ,
542,CIIAP 542,CIIAP 542.jpg,Animalia,Chordata,Actinopterygii,Gymnotiformes ,Sternopygidae,Sternopygus,Sternopygus macrurus,macrurus,(Bloch & Schneider 1801),Homero Sánchez Riveiro,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 542,I,LE: 14.0,4,Bruno Vasquez ,14/2/2008,2008,2,14,América del Sur,Perú,Loreto,,,,macana,,O,,,E3H7A.14.02.08,Red alevinera ,
543,CIIAP 543,CIIAP 543.jpg,Animalia,Chordata,Actinopterygii,Gymnotiformes ,Gymnotidae,Gymnotus,Gymnotus javari ,javari,"Albert, Crampton & Hagedorn 2003",Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 543,I,LE: 11.6,1,Bruno Vasquez ,14/2/2008,2008,2,14,América del Sur,Perú,Loreto,,,,macana,,O,,,E3H7A.14.02.08,Red alevinera ,
544,CIIAP 544,CIIAP 544.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia comma ,comma,Eigenmann 1908,Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 544,I,LE: 6.1,1,Bruno Vasquez ,14/2/2008,2008,2,14,América del Sur,Perú,Loreto,,,,mojara,,O,,,E3H7A.14.02.08,Red alevinera ,
545,CIIAP 545,CIIAP 545.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia oligolepis,oligolepis,(Günther 1864),Homero Sánchez Riveiro,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 545,I,LE: 4.3,1,Bruno Vasquez y Homero Sanchez ,13/7/2005,2005,7,13,América del Sur,Perú,Loreto,,,,mojara,quebrada  vinuya,O,,, sierra de contamana ,Red alevinera ,
546,CIIAP 546,CIIAP 546.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Gasteropelecidae,Thoracocharax ,Thoracocharax stellatus,stellatus,(Kner 1858),Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 546,I,LE: 5.0,5,Bruno Vasquez y Homero Sanchez ,15/7/2005,2005,7,15,América del Sur,Perú,Loreto,,,,pechito,quebrada  vinuya,O,,, sierra de contamana ,Red alevinera ,
547,CIIAP 547,CIIAP 547.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Auchenipteridae,Duringlanis ,Duringlanis perugiae,perugiae,(Steindachner 1882),Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 547,I,LE: 3.3,4,Bruno Vasquez y Homero Sanchez ,13/7/2005,2005,7,13,América del Sur,Perú,Loreto,,,,novia,quebrada  vinuya,O,,, sierra de contamana ,Red alevinera ,
548,CIIAP 548,CIIAP 548.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Tetragonopterus ,Tetragonopterus argenteus,argenteus,Cuvier 1816,Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 548,I,LE: 6.2,2,Homero Sánchez Riveiro,8/9/2011,2011,9,8,América del Sur,Perú,Loreto,,,,mojara,nuevo israel ,O,,,,Red alevinera ,
549,CIIAP 549,CIIAP 549.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina huallagae,huallagae,kullander 1986,Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 549,I,LE: 7.4,9,José Maco,5/2/2013,2013,2,5,América del Sur,Perú,San Martín,,,,bujurqui,Cumbaza-tarapoto,C,,,,Red alevinera ,
550,CIIAP 550,CIIAP 550.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Rhandia ,Rhamdia quelen,quelen,(Quoy & Gaimard 1824),Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 550,I,LE: 13.0,2,José Maco,5/2/2013,2013,2,5,América del Sur,Perú,San Martín,,,,cunchi,Cumbaza-tarapoto,C,,,,Red alevinera ,
551,CIIAP 551,CIIAP 551.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Serrasalmus ,Serrasalmus rhombeus,rhombeus,(Linnaeus 1766),Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 551,I,LE: 8.6,2,Homero Sánchez Riveiro,4/8/2005,2005,8,4,América del Sur,Perú,Loreto,,,,paña negra,rio huallaga nuevo progreso,"O, C",,,Río Huallaga ,Red alevinera ,
552,CIIAP 552,CIIAP 552.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Crenuchidae,Characidium,Characidium sp. ,sp.,,Morgan Ruiz Tafur ,14/4/2022,2022,4,12,IIAP,CIIAP,CIIAP 552,I,LE: 3.1,5,Bruno Vasquez ,12/8/2007,2007,8,12,América del Sur,Perú,Loreto,,,,mojarita,lamas tipischca ,O,,,río Tigre,Red alevinera ,
